project;timeStamp
spring-boot;0,628
spring-boot;0,667
spring-boot;0,649
spring-boot;0,716
spring-boot;0,688
spring-boot;1,714
spring-boot;1,744
spring-boot;1,744
spring-boot;1,719
spring-boot;1,733
spring-boot;0,657
spring-boot;0,619
spring-boot;0,666
spring-boot;0,633
spring-boot;0,643
spring-boot;0,637
spring-boot;0,61
spring-boot;0,598
spring-boot;0,602
spring-boot;0,63
spring-boot;0,581
spring-boot;0,568
spring-boot;0,571
spring-boot;0,571
spring-boot;0,57
spring-boot;2,219
spring-boot;2,367
spring-boot;2,28
spring-boot;2,226
spring-boot;2,212
spring-boot;2,234
spring-boot;2,223
spring-boot;2,246
spring-boot;2,198
spring-boot;2,218
spring-boot;2,16
spring-boot;2,218
spring-boot;2,164
spring-boot;2,212
spring-boot;2,192
spring-boot;2,092
spring-boot;2,267
spring-boot;2,141
spring-boot;2,108
spring-boot;2,133
spring-boot;2,304
spring-boot;2,354
spring-boot;2,304
spring-boot;2,269
spring-boot;2,312
spring-boot;2,21
spring-boot;2,212
spring-boot;2,153
spring-boot;2,178
spring-boot;2,183
spring-boot;0,642
spring-boot;0,651
spring-boot;0,636
spring-boot;0,614
spring-boot;0,641
spring-boot;2,282
spring-boot;2,291
